scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,market_sentiment,crypto_influence,stock_downfall_rate,stock_increase_rate,factors_affecting,investor_count,expected_profit
Tata India Consumer Fund,150,5000,0.91,1346,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23,10.6,Positive,Medium,0.36,1.24,Inflation,76886,9.04
Tata India Pharma & Healthcare Fund,150,5000,1.01,485,7,Meeta Shetty,2.41,2.68,18.72,0.86,1,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,Positive,Low,5.09,13.96,Global Events,19816,7.98
Tata India Tax Savings Fund,500,500,0.76,3078,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12,Positive,High,3.88,12.4,Inflation,86824,16.75
Tata Infrastructure Fund,150,5000,1.42,950,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14,35,13.1,Positive,Low,4.62,1.95,Global Events,30432,18.64
Tata Large & Mid Cap Fund,150,5000,0.89,3680,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14,Positive,High,9.92,8.47,Global Events,49617,10.55
Tata Large Cap Fund,150,5000,1.24,1365,10,Amey Sathe,3.05,0.45,16,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,Neutral,Low,9.71,13,Inflation,73373,16.27
Tata Liquid Fund,150,5000,0.21,18212,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,Negative,Medium,9.42,8.58,Market Trends,35217,18.45
Tata Mid Cap Growth Fund,150,5000,0.98,1759,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,Positive,Low,7.84,13.61,Government Policies,21884,17.69
Tata Money Market Fund,150,5000,0.17,8814,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8,Neutral,Low,3.55,14.14,Interest Rates,6454,7.74
Tata Nifty 50 Index Fund,150,5000,0.16,369,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1,25.6,12,Neutral,High,4.12,6.34,Government Policies,75960,19.34
Tata Overnight Fund,1000,5000,0.09,3236,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,,Negative,Medium,5.5,5.66,Interest Rates,44618,10.65
Tata Resources & Energy Fund,150,5000,0.91,232,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,Positive,Low,8.31,14.04,Interest Rates,84948,10.09
Tata Retirement Savings Fund,150,5000,0.68,1557,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,Negative,Medium,0.69,10.13,Global Events,63671,5.94
Tata Retirement Savings Fund,150,5000,0.67,1259,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3,Positive,Low,4.24,1.74,Interest Rates,48111,12.29
Tata Retirement Savings Fund,150,5000,0.97,166,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1,Neutral,Low,0.83,0.63,Interest Rates,40613,6.64
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8,Neutral,Medium,5.15,8.47,Inflation,86678,8.73
Tata Short Term Bond Fund,150,10000,0.37,2271,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8,Neutral,Low,8.99,13.95,Government Policies,60993,9.75
Tata Small Cap Fund,150,5000,0.26,3300,4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,,Neutral,Medium,7.82,12.66,Inflation,9848,17.13
Tata Treasury Advantage Fund,150,5000,0.3,2602,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5,5.6,5.2,Negative,Low,2.28,10.14,Interest Rates,79672,18.13
Tata Ultra Short Term Fund,150,5000,0.25,1629,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,,Positive,High,9.76,2.09,Global Events,67125,9.54
Tata Young Citizens Fund,500,500,1.8,257,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,Positive,Medium,6.67,3.81,Inflation,87444,17.88
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9,21.9,11.9,Negative,Low,0.1,13.13,Inflation,62602,17.86
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9,Positive,Low,2.55,2.74,Market Trends,73045,16.47
Taurus Ethical Fund,1000,5000,1.18,84,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,Neutral,High,2.61,4.18,Interest Rates,43222,7.2
Taurus Flexi Cap Fund,1000,5000,2.59,233,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4,Positive,Medium,0.69,1.94,Global Events,50223,15.35
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9,Neutral,Low,9.6,10.14,Inflation,66333,19.18
Taurus Largecap Equity Fund,1000,5000,0.44,30,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6,Negative,High,4.78,14.16,Inflation,53732,15.24
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3,Positive,Low,8.96,4.03,Global Events,50420,9.97
Taurus Tax Shield – Direct Growth,500,500,1.73,59,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6,Negative,Medium,3.22,7.13,Interest Rates,76504,12.51
Templeton India Equity Income Fund,500,5000,1.3,1350,10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5,Positive,Low,1.25,9.52,Market Trends,3462,14.69
Templeton India Value Fund,500,5000,0.91,845,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3,Neutral,Low,4.74,14.99,Inflation,10460,12.66
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345,2,Anand Nevatia,-,-,-,-,-,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3,,,Negative,Low,1.14,1.57,Market Trends,10275,6.8
TRUSTMF Liquid Fund,1000,1000,0.1,205,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,,,Positive,Low,4.86,7.48,Government Policies,95213,9.68
TRUSTMF Short Term Fund,1000,1000,0.23,94,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,,,Neutral,High,9.2,5.78,Interest Rates,14269,17.04
Union Arbitrage Fund,500,1000,0.44,72,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5,4.4,,Negative,High,5.21,12.99,Government Policies,66942,17.92
Union Balanced Advantage Fund,500,1000,0.94,1679,5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2,Negative,Medium,6.16,7.14,Government Policies,73920,7.06
Union Corporate Bond Fund,1000,1000,0.45,390,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,,Positive,High,1.57,1.66,Government Policies,23553,19.29
Union Dynamic Bond Fund,1000,1000,1.29,92,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6,Positive,High,0.44,9.52,Interest Rates,25366,9.93
Union Equity Savings Fund,500,1000,1.47,133,5,Sanjay Bembalkar,3,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2,10.8,,Positive,Medium,1.11,11.56,Interest Rates,45036,14.93
Union Flexi Cap Fund,500,1000,1.06,1337,10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9,Neutral,High,5.99,0.04,Global Events,18369,16.28
Union Focused Fund,500,1000,1.57,317,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,,Positive,High,0.95,12.88,Market Trends,12795,17.18
Union Large & Midcap Fund,500,1000,1.2,396,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,,Negative,Medium,3.76,2.79,Market Trends,71021,19.19
Union Largecap Fund,1000,1000,1.8,230,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9,Negative,Medium,5.5,8.28,Global Events,69154,9.69
Union Liquid Fund,2000,5000,0.07,1688,10,Devesh Thacker,5.48,1.4,0.38,0.76,1,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,4.6,Positive,Medium,3.89,6.24,Global Events,31143,17.88
Union Long Term Equity Fund,500,500,1.62,573,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8,Positive,Low,1.64,10.79,Government Policies,30425,6.98
Union Medium Duration Fund,500,1000,0.64,170,3,Parijat Agrawal,-,-,-,-,-,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,,,Negative,Low,2.74,5.57,Global Events,89209,15.58
Union Money Market Fund,2000,5000,0.24,144,2,Parijat Agrawal,-,-,-,-,-,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,,,Neutral,Medium,9.28,13.05,Inflation,76139,16.13
Union Overnight Fund,2000,5000,0.08,158,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,,Positive,Medium,6.76,10.96,Market Trends,6368,15.17
Union Small Cap Fund,500,1000,1.35,710,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8,Positive,Medium,4.96,9.72,Global Events,5621,8.78
Union Value Discovery Fund,500,1000,1.59,144,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,,Negative,Low,0.13,11.94,Inflation,59829,18.1
UTI-Arbitrage Fund,500,5000,0.34,3532,10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,Positive,Low,9.92,11.31,Inflation,61294,7.53
UTI-Banking & PSU Debt Fund,500,500,0.24,524,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11,7.9,5.6,Neutral,High,6.71,0.54,Inflation,15719,5.8
UTI-Banking and Financial Services Fund,500,5000,1.39,824,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7,Negative,High,3.17,5.92,Inflation,30227,15.76
UTI-Bond Fund,500,500,1.29,285,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12,10.4,4.4,Positive,Medium,8.79,13.96,Government Policies,8566,12.13
UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685,10,Vetri Subramaniam,3,-0.7,16.2,0.94,0.95,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1,Negative,Low,2.58,1.89,Inflation,13306,17.74
UTI-Core Equity Fund,500,5000,1.68,1506,10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2,Positive,Low,5.44,11.06,Government Policies,54822,10.75
UTI-Corporate Bond Fund,500,500,0.23,3092,5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,,Positive,Low,6.36,14.62,Government Policies,25042,7.52
UTI-Credit Risk Fund,500,500,0.81,438,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5,8.3,-0.9,Positive,Medium,2.21,0.78,Inflation,16086,17.55
UTI-Dividend Yield Fund,500,5000,1.45,2786,10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3,Neutral,High,9.78,10.23,Market Trends,18387,13.23
UTI-Dynamic Bond Fund,500,500,0.81,469,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11,6.3,Neutral,Medium,7.48,7.02,Inflation,28042,7.84
UTI-Equity Savings Fund,0,5000,0.68,257,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,,Negative,High,5.58,8.69,Inflation,90424,15.81
UTI-Flexi Cap Fund,500,5000,0.9,23944,10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9,22.5,12.2,Positive,High,1.81,1.28,Inflation,52618,12.67
UTI-Floater Fund,500,500,0.35,1637,4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,,Positive,Medium,0.54,0.65,Market Trends,93050,14.06
UTI-Gilt Fund,500,500,0.67,517,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5,5,7.3,Neutral,High,3.2,10,Interest Rates,19323,11.91
UTI-Healthcare Fund,500,5000,1.47,655,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9,22,12,Positive,High,7.53,12.35,Interest Rates,19019,17.43
UTI-Hybrid Equity Fund,500,1000,1.34,4286,10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8,Neutral,Low,2.69,11.73,Government Policies,76426,17.44
UTI-India Consumer Fund,500,5000,1.8,436,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18,8.4,Positive,High,5.4,8.16,Government Policies,41863,15.64
UTI-Infrastructure Fund,500,5000,1.92,1445,10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28,9.4,Negative,Medium,7.28,1.5,Market Trends,11283,6.58
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463,10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3,Positive,Medium,1.08,10.32,Global Events,19279,17.58
UTI-Long Term Equity Fund,500,500,0.95,2797,10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9,Positive,High,6.85,3.63,Interest Rates,47999,15.07
UTI-Mastershare – Direct Growth,500,100,0.97,10312,10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2,24.2,11.5,Neutral,Low,0.92,13.67,Government Policies,63780,15.46
UTI-Medium Term Fund,500,500,1,54,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6,Positive,Low,9.65,12.57,Interest Rates,23908,10.44
UTI-Mid Cap Fund,500,5000,0.99,7077,10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4,Positive,High,4.88,10.64,Market Trends,62584,18.19
UTI-MNC Fund,500,5000,1.24,2366,10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9,Neutral,High,1.51,14.23,Market Trends,51225,15.88
UTI-Money Market Fund,500,500,0.2,7897,10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,3,UTI Mutual Fund,4,Debt,Money Market Funds,5.6,5.3,6.2,Negative,Medium,3.42,0.47,Global Events,38952,6.69
UTI-Multi Asset Fund,500,5000,1.04,860,10,Sharwan Kumar Goyal,2.87,1.01,9.98,0.64,1.28,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5,Negative,High,4.13,11.04,Global Events,38663,11.12
UTI-Nifty 50 Index Fund,500,5000,0.2,9475,10,Sharwan Kumar Goyal,3.49,-0.6,16.8,1,1.31,6,UTI Mutual Fund,3,Other,Index Funds,0.9,26.2,12,Neutral,Low,7.58,4.95,Market Trends,62381,18.3
UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926,5,Sharwan Kumar Goyal,1.71,-4.62,18.16,0.99,0.97,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,,Neutral,High,7.43,13.59,Government Policies,48929,5.71
UTI-Overnight Fund,500,500,0.07,5600,10,Amit Sharma,0.12,0.6,0.34,0.44,0.02,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6,Neutral,Medium,6.12,4,Interest Rates,10343,19.42
UTI-Regular Savings Fund,500,5000,1.2,1544,10,Amandeep Chopra,4.07,3.42,5.1,0.73,1.7,4,UTI Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.7,13.5,7.2,Neutral,Medium,1.06,10.87,Inflation,77173,15.19
UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687,10,Sunil Patil,3.59,4.37,6.72,0.45,1.88,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5,Neutral,Medium,1.52,13.16,Global Events,40791,14.47
UTI-Short Term Income Fund,500,500,0.33,2269,10,Sudhir Agrawal,4.4,4.95,2.91,0.82,1.33,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5,8.5,5.4,Negative,Medium,0.94,0.62,Inflation,30134,9.06
UTI-Transportation & Logistics Fund,500,5000,1.03,1908,10,Sachin Trivedi,3.56,10.26,18.98,0.83,1.57,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1,Negative,Medium,5.77,5.96,Government Policies,48101,8.73
UTI-Treasury Advantage Fund,500,500,0.33,2565,10,Anurag Mittal,6.28,3.18,2.63,0.14,1.14,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8,Neutral,High,8.77,11.43,Global Events,70443,19.13
UTI-Ultra Short Term Fund,500,500,0.44,2130,10,Ritesh Nambiar,7.6,2.62,1.51,0.49,1.3,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7,Positive,High,4.34,6.82,Inflation,58530,9.47
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068,10,Amandeep Chopra,2.47,0.92,7.06,0.44,1.29,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2,Neutral,High,1.61,4.01,Government Policies,47799,16.63
UTI-Value Opportunities Fund,500,5000,1.16,6740,10,Vetri Subramaniam,3.21,2.73,15.62,0.9,1.48,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2,Positive,High,5.58,3.3,Interest Rates,5827,10.9
WhiteOak Capital Liquid Fund,500,500,0.26,197,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,,Neutral,Medium,8.12,1.97,Government Policies,97143,7.09
WhiteOak Capital Overnight Fund,500,500,0.22,14,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3,Neutral,Low,7.42,12.86,Global Events,63653,5.16
WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141,4,Piyush Baranwal,2.81,1.2,0.72,0.47,0.8,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,,Negative,High,8.81,8.63,Market Trends,14699,13.16
